Title,reviews,stars
Positive experience all around!!,They are always friendly and they explain everything so you understand each step completely.,5
Great,"Excellent timing, excellent svs ,fast easy to fill out and very much helpful.",5
HAPPY CUSTOMER,"I've really enjoyed being a client, the staff is friendly and they make my day. Rock on Advance America.",5
Great and friendly sèrvice!,"Had great success. Both worker were sweet kind and great personality,",5
I wanted to borrow more money but…,"I go to the store in Iola ks. They are very nice and always smiling. I’ve never left there with bad thoughts, always good thoughts. They always ask if there is anything else I need help with. That’s why I’m giving them a 5star review.",4
Tara Crosland 😁,Your store is welcoming and paiteint. I truly appreciate your customer service...Great job. Ty,5
Super easy and user friendly,They are great makes you feel like family ever customer that came in was called my name. And oh yea I got What I came for.,5
Thank you for your help,I always have a positive easy going experience in the Advance America store with the Person who is assisting me. The store is always clean.  I also like the monthly decorations and snacks.,5
I had excellent customer service,"I witnessed a male customer curse out the manger while she was only trying to be polite he seemed to be drunk, then he threatened HER, now every time I come into this location she’s is very friendly and always goes above and beyond for her customers.this company should invest in protecting their employees more often and she was in the store alone he really tried to intimidate her.",5
Thank u soo much ur are the best thank…,Chris is a wonderful young manHe lets me feel like Family,5
Great help,The 2 Ladies that work at this location are very helpful and super friendly!!,5
Never had a problem,I am very happy whit Advancecashamerica! Is very help for my problems of money! Thanks Cashadvanceamerica!,5
I love doing business with them they…,Mrs Evonne and Crystal are the best. Great spirit and caring energy. Greet you with a warm welcome and always smiling. I love to visit store just to see them. Baton Rouge Louisiana Coursey Blvd.,5
The girls in the Newton Iowa branch are…,No fuss no muss! Awesome,5
She is a good person to work with.,"ALL EMPLOYEE AND BEOND TO HELP CLIENTS, VERY PROFFESSIONAL",5
Good Customer Service still exists!,I had used their service before when I was struggling to pay my bills  Newly divorced and trying to recoup from job and    being single again.  They were most helpful.  Now I am back in  the same issues and thankful that   I am able to breath and not  fear the phone calls etc.  All this for money?,5
I have used Advance America on a few…,Ashley is a great company representative friendly talks to all the customers coming in or out,5
Easy quick and Kami is great,You done great. Lady I had is very friendly Radcliff Kentucky,5
Very professional and explained…,The lady is so nice and personable. She calls me when my loan is due and let’s me know when she’s out for lunch. I really like her.,5
I will use them ever time for a…,"The people in the office where I go are fast friendly, and professional.",5
U guys are always very helpfull and…,Agent at the store was very professional and kind. I definitely want to continue doing business.,5
Great customer service if you are using…,I got my money reloaded right away. Thank u,5
I thank you again advance americia for…,I just love the one in Holland mi the staff is so kind and polite tks,5
Very professional,"This message is for the girls that work in Port Huron, Michigan. Keep up the good work. You are polite,kind, and care about your customers,at all times. Don't change. 🥰🥰🥰🥰🥰🥰❤️❤️❤️💓💓💓💕💕",5
Excellent customer service,For the employees at the office in my city has an great attitudes and really treat me with respect ! Cudos,5
I’m so I found Advance America for a…,"I am incredibly grateful for Advance America in Davenport! I am buying my house, paying my bills, working, and eating because of these good people.",5
Very helpful kind people,"Fast, friendly service by the staff! Mrs. Denise!!",5
LHA Omg to get these loans is not the…,Easiest on loan process ever!,5
very professional location,I am always treated great. The ladies in this branch are awesome. They always have a smile on there face and very friendly. I will always go to this branch as long as these ladies work there. They are very helpful and attentive.,5
Easy fast and convenient,"Great, very good & perfection",5
Excellent,It's ALWAYS a Pleasure to do business with You. The Women are BEAUTIFUL!!!,5
Love the company,They are very polite and quick. I appreciate the services and hospitality,5
I just wanted to say mrs,"Easy, helpful, a little confusing but once figured out was fine.",5
Patia is a wonderful person,"I have NEVER needed any services like this before and with that said my experience was the best it could have possibly been in my time of need.  Friendly, helpful and informative representative.",5
Carol at your Stuebenville,Fit FigoGluck,5
Great service,Best payday loan business I have used. Always friendly and willing to answer any questions I might have.,5
Quick service,"I have been a very Happy Customer due to professional, easy, helpful, and patient employees at Advance America.  Always very helpful, always friendly and very knowledgeable.   Thank you Advance America employees.",5
Friendly easy an fast service,Hi my experience was great. The Agent was polite and knew what I needed and did it a timely manner. I will visit this office again.,5
It was quick and easy,Went in to get a new loan on the 2nd. You could tell the girl working was kind of struggling. Seemed sad but she forced herself to smile and present herself in a very professional manner. Now we all have hard times but it's how we deal with it that shows the most about us. I can't remember her name right now but she was the only one working at the Muscatine Iowa store on April 2 2022. Keep up the good work,5
A very useful way to help with my…,Like how you guys give customers a reasonable payment plan to pay back cash advances or loans.,5
Great service and always very kind,Good service. Jennifer is great ! Very polite and seems genuine,5
Clean store good customer service,I think this is a great place to come when we need help,5
Good workers,"Very professional, courteousI recommend everybody to this company in Hammond Indiana.the ladies here are awesome!!!",5
I have had a great experience with you…,"THE GIRLS THAT WAIT ON ME AT THE FORT DODGE,IOWA BRANCH ARE VERY PLEASANT TO WORK WITH ME",5
Everything was nice prompt service,"Awesome,  as usual.",5
Very pleased,Excellent service,5
Always there when you  need them,Thank you good people,5
Always fast and professional service,Easy online application. Quick response and chat available for any questions.,5
Your store on Galloway in Mesquite,Was greeted by a 2 wonderful ladies! Very helpful decorations were awesome for Easter wonderful customer service and smiles!!,5
Always great service!!!,The employees here in Peru Indiana are always so pleasant and friendly.,5
Feel good about my decision to use advanced Americ,The person that helps me is very nice and friendly that I feel like I'm talking with a good friend and she have me in and out in a few minutes and she always smileing,5
Despite all the problems,Great service with a friendly smile always.,5
Quick loan quality service,"Nicole in Oakridge TN is fabulous. From the first time me and my mom met her she treated us in the way we wanted to be treated and she deserves many raises because her customer service is prompt and she does everything right and she's customer friendly. When she was moved to another branch, Oakridge branch went to hell and when I came to bring my pay out I stopped coming all together. There's no one that will ever be Ms Nicole in a million years. She's the only Best one that you've got. From Ms Charlotte Willis",5
Nice  ppl,Always welcomes customers with smiling faces. Helps me understand terms and I feel free to ask questions,5
Excellent!,The store I go to on Apalachee Pkwy has the nicest people and very Professional. I would go out of my way to go to this store.,5
I appreciate the stafff they very…,I come back time and time again for the excellent customer service! Diana is Always happy and always stands and greets,5
you always there when I need cash,Getting the Cash I needed was Quick and Easy and the management was so Kind and Patient Very Professional They come highly recommended form me.,5
excellent,I have been getting my loans with Advance America in Atwater Ca. for years and never been dissatisfied.  They have always been friendly and now that i can get my loans online I have been even more satisfied.  I get money the same day and dont have to wait for 24 hrs to recieve it.  Thanks for being there when I need you...,5
Very professional and friendly staff.,The staff are customer friendly.  They always greet me with a warm welcome.,5
Very Nice,I’ve been going to Advanced America for a while now. Debbie was my go to gal in crompton at West Warwick (New London Square) .  She is now on Bald Hill Rd. As they closed this loan place.  I believe it’s important to have a repore like Debbie.  I think I’m going to like my new go to place on 775  Bald hill Rd.   See you next month Debbie & whomever I meet .,5
Always has been a great experience,"The manager at this location is amazing, and so helpful…her personality and knowledge is always embraced, if it’s just over the phone or in the store location.",5
Courteous professional as well as…,"I would like to compliment the ladies at 991 E. Nasa Parkway, Houston.  Diana Silva-Gonzales and Robby Papillion are outstanding representatives of your organization.  They are always helpful, friendly, and efficient.  Advance America, you are fortunate to have them.    Maxine Goddard",5
It had been months since I last went in…,"My go to, quick, easy, and never let's me down!",5
Initially my interactions with company…,Advance America is always there for me when I need extra money.,5
My experience was just wonderful,Great and fast service. I love that all can be done online but there are people who can give you assistance when needed.,5
I was satisfied with the customer…,Very easy process and friendly atmosphere. I recommend this to anyone!! Thank you,5
I have been a customer for over 6…,"They're useful and the service is quick. I always pay my loans back, so I'm able to get $1000 when I need it. Pay your loans back with them, and you'll be glad they're there.",5
My experience was great and I will…,"I just wish you could make the payments online. Not the full amount, but the payments. The nearest store is over 30 miles away and right now I have no way out there.",5
Always professional,"the 1000,00 that i was approved never was sent to my bank",5
You guys are awesome,"Accommodating, friendly and definitely gets the cash to you unbelievably fast!! Great company.",5
You have a very friendly and…,Great and easy to work with and if you need a few extra days to pay that’s never a problem,5
Great customers service,It is very easy to pay loan and very quickly done. I love the electronics used.,5
Great customer service,The people are so nice. I love going here.,5
Staff was courteous and friendly plus…,They were very nice I would go back and tell all my family and friends,5
Georgetown rd,"keep up the fantastic job you all are doing,thanks so much for your professional services you render to all of us. one area of improvement should be too give all a rai",5
The lady's was so helpful and nice,The customer service representative are very nice and sweet i like both of them that why i keep coming back,5
I love the professionalism,I received good service being a customer for sometime. The previous office no longer in service sent me their other office on Shaw. It was fast and I didn’t have to wait.,5
Thank you for Always coming through..,Everyone was very helpful.,5
Was very happy with the customer…,Doing a good job for me when I need fast cash advance Americans  always come through,5
Very easy to use and reapply for a loan.,Thx for being available to me when I’m just a lil short on meeting my obligations.,5
Great service  in and out,Always a great experience everyone is wonderful,5
Excellent service,They are always very helpful and friendly and can get you taken care of quick and efficiently!,5
Great friendly service,Incredible efficiency.  It’s nice to move quickly after taking care of an obligation.,5
Awesome Store,Always helpful and friendly love going to see Lanore and Drew,5
Every time I go in there they’re always…,"Said employee was fast, efficient, helpful and friendly. Many thanks for your convenient location and easy to use service computer set up.VALORIE LYONS",5
Very professional and there to serve…,I have been doing it online and it's great . I am on disablity and online is very convenient  thanks,5
Easy fast,Always helpful and receive money the same day,5
was able to get payday loan easily and…,"As long as there's no need to update any information I understand Security purposes,  too many steps to update, in my case update phone number. No access to account because update requests stay pending 2 3 4 days, then I receive email, Payment past due.I called,  I was  requested to make payment, still had to wait to access my account? What am I missing?",5
The team at the montebello location are…,Outstanding service and friendly service. It would be nice if they had more product's to offer.,5
Very nice young lady who helped me !,"Exceptional professional at Creighton Rd in Pensacola, FL",5
Beth was very friendly,Easy to work with and online access a plus.,5
Thank you for the convenience of online…,Very Professional Staff whom will take the extra step for their Customers.,5
Installment loan letter…,The staff at the Missouri City store location are very professional and courteous.  I've done business with them over ten years Ms. Eva & Karen have always provided me with the best service. I truly appreciate them and the work they do. I've even recommended others to their location in the past. Thank you.,5
Great to work with,Very good experience...awesome customer service...very courteous...,5
the rep was courteous,"Tim was very helpful and knowledgeable, respectful  and professional. THANK YOU",5
They explain everything in simple words…,"The Advance America local office, the ladies are very nice and friendly.",5
Everyone was very nice and very…,Very  nice People. They are very helpful. Never have any problems. I would recommend them if you need a little help.,5
Nice customer service,Excellent service at location in Indy.very knowledgeable of services rendered. Friendly and up to date staff.,5
Anderson,I love it when I go into the store office here in Spring Hill the ladies are so nice very professional make you feel welcome if everyone could do that it would make life a whole lot better thank you for having people in your office they care for you there for your needs yours truly mrs. Windom,5
Both ladies were absolutely wonderful…,"Gayle from Kennett, MO helped me so much in my time of need",5
your service was excellent!,"I've always had great help from the store, and online!! Would highly recommend!!",5
Fast,They are always Friendly and always make you feel Welcome if I could give them a 10 Star I would,5
Excellent...,"I got the loan I needed, in just a few minutes the $ was in my bank account.",5
Yes everything in right way the your…,I got amazing service and appreciate the way I was treated,5
On Line System works really well.,"The customer service is amazing, both employees were very patient and good at explaining things to me. Going over the agreement very well and just ver polite.",4
The website was easy to use,"I have to call in every month and fix my due date because your system doesn’t work. I even reached out to your corporate office. Had I known this, I would have never signed up.",4
Hi I’ve been going toAdvance America…,"Had a great experience with Advance America.in Pearl,MsContance was the best She helped me in most professional way And when I really needed itThink she is awesome.Thank y'all so much Pat Malone",5
I'm thankful that i was able to get a…,On line service is excellent.  easy and fast to use.,5
Thank You,"Amber and the young lady that was working with her in the Plainfield Ind. office on the 31st of March were so nice to me ,they made me feel like family and were so patient with me, I appreciate their help and kindness . Thank You💐😇 Joyce Sims.",5
you helped within minuets for us to…,Last week or so I applied for a payday loan. Whitney was the associate that helped me through it. It was such a joy working with Whitney in applying and processing my loan. She was very knowledgeable and very focused on customer service and made me feel very comfortable though out the process. Thank you Whitney!,5
Amber Awbery and Karie Matthews we’re…,This place is great and the ladies are so pleasant to talk to.   Thank you.,5
Very friendly and informative,"The staff (Ms. Aileen and Ms. Candace) are very professional, cordial, quick,  knowledgeable, and provide an all around great customer service experience.  The process has been updated (paperless/electric for some time now), which makes everything very smooth.  This is a very nice location.",5
You make me feel good to do business…,Easy to use website is what I like.  Good company with very helpful employees.,5
BEST STORE OF ITS' KIND I HAVE FOUND,"Great people, great service!",5
"Kokomo,Indiana Dixon Park locatiom",This company is awesome and are right there to help I strongly recommend itEacrowley,5
They were great as always,This company is awesome and are right there to help I strongly recommend itEacrowley,5
I was treated with respect and…,I have used advance America for years and I have had not the first problem with them or their staff. Their staff at the Talladega Alabama location is the greatest. They are always friendly and eager to help you.,5
Advance America is doing a GREAT job,"I loved linda she was nice very polite ,and help me get cash thank you",5
You guys are doing a great job thank…,I rate you all a five star because you all do me very well,5
Wonderful customer service from the…,"The Hanford branch employees are so friendly and very helpful toward my needs. Excellent Branch. Sincerely,Evelyn Y. Shaw",5
They are really helpful and have good…,Getting my payday advance was very quick and easy to do online. I highly recommend Advance America when you need extra money for unexpected expenses!,5
Customer service is great get helped in…,Easy fast and if i have any questions the people are always helpful,5
ADVANCE AMERICA IS THE BEST PLACE TO GO…,They never get my pay dates right! Every single month this happens,5
A Excellent customer service .,I was very satitisfied with the excellent assistance that I received from Rita. She is a highly professional employee. Very helpful and friendly. I will recommend your business to my friends and neighbors. Thank you. Norma Rivera.,5
Excellent Service,"Very pleasant, very helpful",5
Big help,Alexis was very fun to work with. She did a great job,5
Grate services,"Absolutely loved the wonderful service ,had never had to get a loan but last month being on social security and close to end of month had emergency and needed loan. My friend had used Advanced America and had told me how easy it was to get the loan. Going in I was telling the sweet lady that helped me how embarrassed I was and she made me feel so good explaining how everyone needs help and I shouldn't think like that . She was amazing and if I ever need help again I'd surely go here.",5
Always helpful,"Using Advance America online was a pleasant experience, I was just a little frustrated because I thought online was open 24 hours and i did not realize that it would take longer since I applied later in the evening. Other than my assumption everything ran smooth.",5
It would be nice if the loans got…,"Thank God for Cash Advance America! They have the best customer service and friendly staff at the Pawtucket, RI, Mary Ave location . Can’t rely on anyone for money so this makes sense. The rates have come down over the past years bc of lobbying efforts to lower them and Thank God for that as well. But I still think it’s quite expensive. Either way Cash Advance is there when I need them. I wish the rates can come down to a reasonable level tho. And I absolutely LOVE how the loaning process have been automated?!",4
They were fast and friendly!!!!,They made the process very easy and hassle free!,5
Always a nice pleasure to be there very…,"They were very helpful and courteous. Friendly atmosphere, very professional and they were very considerate of my time",5
Very Pleased!,Very nice and pleasant they are very friendly,5
I am pleased to do business with you…,Everyone is so pleasant when I call or visit the fairborn store . I tell people about them all the time .,4
Excellent service,The manager was welcoming and her customer service was awesome she took her time explaining my options and I would recommend friends and family to the store. Her name is Ke Ashleigh.Thank you again.,5
Wonderful place Jackie is the best,"This my second loan, the first one I had trouble paying off in full. With that being said my agent & I became like family.  She worked with my situation understanding that life happens and was helpful in getting me a loan this time.",5
Great people to work with,I can't  believe you are losing the place in Oakley. The lady that works there is the only reason I go there. She is the smartest person I have done business with. I can't  get out to a new location because no car so I guess I will find another company closer to deal with. She made everyone fell welcome and was so kind to everyone. You are losing a great employee and that is not right. If I could help her find a better job where they appreciate  what she does I will be happy to help her.,5
Thomas was very polite and answer all…,They are friendly helpful and professional in the Dayton store . The process was simple and I appreciate the financial help. Thanks so much,5
We should be able to counter offer our…,Thank you for your services I don’t know what I would do without them,4
The personnel  were friendly and…,"Over the past several years my wife and I had use AA a couple times to help us out in a bind.  When we bought a new house right before Christmas, bills got a little tight. We contacted our location in Milford, DE; each time Laura was fantastic and truly helping us out, and working with us to help ease a few finical burdens we had.  She represents what true friendly customer service is a all about. Which is simply helping your clients/customers out when a situation arises to guide them through.  Thank you Laura for all your help Jerry & Stephanie",5
This particular advance america branch… Euclid Ohio,"Normal transaction , fast simple and pleasant experience.",5
The agent was polite and educated,Thank you all so much,5
"Washington,Indiana",I had a loan already but something unexpected happened and even though I had only made a couple of payments I was still able to get enough to help me with the unexpected.   Great customer service,5
Very good service,"The Alhambra, CA office location has the best customer service representatives. My visit is always short but sweet.",5
Always friendly and helpful…,"Very good company and awesome service. They took take of me when I didn't get any credit yet.Easy to apply, same day money deposit on your debit card... What's better?",5
Installment loan,Service was great quick and friendly. They help me . I would Refer them to People,5
Amazing Service and Staff,"As always, advance America is where I go. Instaloan is a joke and I hate to use loan companies trying to make you pay high interest for borrowing money. It is fast, easy and very professional to borrow money at Advance America. No I need some friends to refer to reap the $25 benefits!!!!",5
My first experience very friendly…,I was treated with a very nice and friendly staff.Even with problems in progress they assured me everything was fine. It took longer than l anticipated because they were training a new person. I got the loan!!!,5
Process were really quick and…,"I recommend this company , excellent service",5
Excellent customer service,First time walking into this place..Got to meet and talk To Rosie..She was very helpful and nice.She answered all my questions and helped me do what i needed to do..Thanks again Rosie,5
I love going to this location,They are friendly and very easy to use this..I had really appreciated it very much with this business with them that I will use this very often Thanks so much,5
Without Advance America I would not be…,Quick and EasyGreat Customer Care AttentionAs a repeat Customer the Employee Remembers you…. and understands that this is not a loan for fun but understands that we live paycheck to paycheck and there are always emergencies that pop up…,5
The staff at Advance America are the…,Great fast friendly professional assistance,5
Great online service!,The only thing that I do not like about them is that I did not have a bank in town and they approved me for a loan so they told me that I would have to pay the charges for western Union and then they turned around and told me to get a Google play card at a Walmart so then I would be receiving my loan from WU ( was my assuming) but then after I talked to them they told me that I did not make my insurance so I had to pay another 100.00 to get my loan so are they scamming me or what!!,5
Fast,Bryan  is always coutious and friendly have been doing business  with for several year,5
10 out 10,Megan at your Plainfield location in Grand rapids Michigan is by far the best employee.,5
Easy loan process,I'm very happy with the customer service I get when I go pay my loan off. People are so nice.,5
I was very satisfied with how quick you…,"The process of getting the loan was easy and fast. I was disappointed that I was not offered three months to repay the loan. In the past, I was always given three months. Two months makes doing this much more difficult.",5
Very helpful and understanding,Rococo helped me in the port saint lucie stores she was very nice and helpful,5
Awesome people,"Greeted me. Informed me of the amount, I qualified for to renew. Very helpful, friendly and courteous. No waiting. Patiently and kindly helped me with how to use the tablet, signing and initialing approval tablet instructions.",5
The online app was user friendly,"I have only been allowed to access $150 at AA vs. $255 everywhere else. So, I generally don't use AA much any more. I keep asking why this is the case, as I used to be allowed the full amount. I even contacted corporate to tell them I owed money when the branch I used closed. I payed off the amount owed and have yet been deemed worthy of full services. 👎Employees are professional, soni rank you a 4-5 instead of a 3-5.",4
Very nice caring!,"I have been OFF again ON again for the past decade, with some very high points in income and some sub-zero low points, but sure appreciate Advance America for being there to pick up the pieces when I'm shivering!!",5
Very Helpful,"👍,Great, Always Great, Thankyou",5
Customer service was excellent she got…,I was very pleased with my service experience at Advance America! I was shocked by how easy it is to get a loan an how helpful the staff is and everything went great! I needed a loan bad so I was grateful everything worked out! 😁😁😁,5
Always very pleasant when I go in…,When something comes up and it's not in the budget,5
Absolutely Awesome,It was quick fast answer any questions I like,5
The women that helped me we're very…,advance america is always there when I need them!!,5
Always nice and helpful,"Friendly, fast and easy!  Love it!!",5
Very good service,"Advance America has helped me out of debt many times, the staff are very professional and easy to work with",5
Personnel were prompt,They do a great job very helpful  every time.,5
Very quick and easy,I was astonished at how smoothly the interaction went. I was greeted kindly and treated this way the whole process. I will always get loans at Advance America.,5
The service was great waiting time was…,"The online application for payday advance did not work out at all. I submitted all documents as requested and then nothing. No response, just that is was pending. That was over 18 hours, when advertised as approval in minutes. I had to go to the physical location where the lady had some difficulty since I had an open application but it seemed to be lost in the universe… It took a long time but she finally processed it and I was approved for $250. Deposited immediately into my checking account. I’m glad I got it but the point of applying online was the urgent need, and then it turned into a very time consuming situation. Experience in store was great, not the lady’s fault the online app caused her to have to take more time than usual. Skip online if it’s a true emergency. Unreliable.",5
The manager and the staff at the…,Excellent service and the process was easy. I will be back another time and will send people to them.,5
I love it when it works out great,It was so easy I couldn't believe it.  Everyone was good to me n I got my money quick..,5
I actually went into one of the stores,I needed some financial help and was able to acquire that with Advance America. The process was quick and the customer service was good. I would recommend this place to anyone looking for the same help I was. I needed some quick cash and that is what I got.,5
Fast-friendly service been there…,"The online process was super easy but when I went to pick up the money I drove to 3 different locations, the first one was no longer there, the second one was closed until 3pm (online stated they were open 10am-6pm and I was there around 1:30pm) so I drove to the third location and the same thing, closed until 3pm but again online stated their hours were from 10am-6pm. I ended up not picking up the money and instead ended up asking a family member for money because I had to work and used what little gas I had driving to these three locations, these hours should be reflected online so this doesn't happen to others, I understand its hard finding employees and people to work but this was definitely not an ideal situation.",5
Friendly,Always helpful and explain rates and payments. 4th time doing a loan with them.,5
great service,Did mine online. Was awesome,5
Advance America in Toledo,very helpful and kind will come to this store every time thank u icerine,5
Easy process and very friendly agents,ms powell was very helpful and she walked me though everything and ilove the fact that she actually took her time out and exlained getting installment loan process thanks lumberton will be back again you work icerince,5
Great customer service,"I was assisted by Patrick. He was very knowledgeable, answered all my questions concisely and is an asset as your employee; he made everything very easy for me!",5
This place is very kind and helpful I…,"The store looks great and clean. The customer service is very excellent. Marie assisted me. She's very kind, helpful, respectful, professional, and knowledgeable about her work. She deserves a raise. She deserves a promotion. She deserves a top store manager or regional manager, etc.., I hope she keeps up the excellent work. SHE'S THE BEST! Thanks a lot to her.",5
Best customer service,So I needed money quick this please help me quickly very kind it’s a simple process to get a loan there thanks,5
Thank you for your help with…,Michelle was by herself on 04/01/2022 and did an outstanding job of through-put even with people from both pay days paying off loans. Her dedication is exemplary!,5
Great staff,Very helpful with getting me my loan thank you so much,5
Leo was great loan was easy and a big…,Customer service was outstanding!!!!,5
hello very nice ladies at your laskey …,Love the ladies in there. Very friendly and helpful. Been in there twice with my husband and have fun getting what needs to get done as we laugh and joke with the staff! Would highly recommend to get loans there. Well worth it!!,5
It was great from the start ...no…,Excellent service. and fast response. I highly recommend it.,5
Advance America is always there when I…,Very courteous & care about its clients.,5
Advance America rocks,"Quick and easy,  but I do think the payments are a bit high for 14 months.",5
your the best 👌,"I've used Adavance America in the past and always had a pleasant experience. This time, however, I had to submit my income verification a total of eight times before it was accepted. I've always paid off my loans early. This was a minor inconvenience, but frustrating nonetheless.",5
Great customer service always friendly,Thank you Advance America for the pay day loan. I was in a real tough situation and Advance America was there to assist. The application process was easy and convenient! I would recommend them to anyone needing emergency funding.,5
my visit,Never got my money on time because I had no idea that the person who opened up my first loan early this January wrote one number wrong of my account number and now this second time I decide to take another loan out I not only not get the money I needed and come to find out about this typo.,5
The staff is always professional and…,The best pay day loan out there... fast... friendly... a pleasure to make a loan with.Gloria,5
Great experience during a stressful…,They are always friendly and helpful. They remind me of other offers and options that might benefit me. They turn what could be a sort of embarrassing situation into an enjoyable visit.  I recommend them to everybody.,5
Excellent service with courteous…,"Pam was great at the Masury, Ohio office",5
Excellent and easy!,Had a great experience getting a loan! Friendly service and very informative about the process and guidelines !,5
There When you need them,"There ups and down in life sometimes the unfortunate things happens in which you made need some assistance just to get by. Lots of people can make you feel embarrassed or shameful in that situation, but not Ms Penny she is so great at this position she lifts my spirits before I get any money Thank you Ms Penny",5
This is a great office to receive service.,Very helpful and doesn’t charge the outrageous interests most online lenders charge and the people are always courteous and kind,5
Easy and quick delivery,"I had the most pleasant, positive, personal, progressive experience taking out a payday advance with the most professional and proud people pleaser MIRIAN MARTINEZ!!! Thank you so much everyone at Advance America for all your trusted and loyal help when I need it most!!! I can ALWAYS depend on you!",5
Outstanding Customer Service.,Always there when I need them quick and fast and I'm out of there love it wouldn't go anywhere else 😉😉,5
Good people,"Very cordial, accurate, and patient staff.",4
Would be much better if they offered…,Would have been 5 but website doesn’t work for paying online.,4
Service is always with a smile,"Steven, the Manager was very knowledgeable, courteous and professional.  The service was great.",5
Very polite very nice look professional…,I think that partial payment should come quicker than 6 loans in,4
I had a great experience,Tiffany is awesome she went above and beyond to assist me. Excellent customer service,5
Mrs Duff,Easy to use and quick to deposit the money.,5
Catalina is most professional and…,Thank you the ladies here at store number 2170 was very helpful and efficient,5
Every time I apply for a loan they…,"nice people, thanks for your help",5
Larry is such a professional and…,Service was excellent I was walked through the hold process.,5
They took 2 weeks to give me an answer,I appreciated getting my money deposited in my bank account right away and it was available for use right away. Way to go and thank you again for being so prompt.,3
you are the best!,I took out an initial Installment Loan of $500.00  When I returned to do it again.  It had increased to 710.00  It was on time and such a Financial Blessing as well.  Plus the Advance America Staff are always so Professional Friendly and Welcoming to me.  Overall a Great Team and Staff of Pros.  Way to go AA.,5
Always in my corner.,Quick and easy!! Very professional! Will keep using company!,5
Great experience and wonderful people,Very Helpful and willing to provide options for potential borrowers,5
Corporate Assistance,"A Team Built On MultivationI appreciate the Empathy shown rather late on payments or not. It's a pleasure knowing a great Team of Caring Staff. Blessings P.S. I didn't find Advance America on 7th St. Victorville, CA I been dealing with them for Yesrs and their a Wonderful Team of Experts. Please Look into Why. As I Troll through various got tired and Stopped. (There My Team of Choice). Blessings",5
The professional climate and the…courtesy were off the charts nice.,"The staff at the Walled Lake is excellent and they work diligently to resolve issues, however when using the customer assistance  phone line, representatives do not return calls regarding updates or status of unresolved issues.",5
I simply adore the lady we deal with,They are very helpful they work with you when you need it,5
I love Advance America,The rep who helped me (Shia) was very professional and helpful. I understood all the terms and conditions and was super happy about the awesome customer service.,5
Just to let you know I have great faith…,"Michele in Belleville was super professional, engaging and efficient!  I was in and out....  Her customer service is outstanding! Great Experience!  Thank you! 👍",5
This Fontana location Advance Anerica…,Quik easy friendly h we helpful really enjoyed the loan processThanks,5
Online loan took longer than requesting it at a store,The ladies at Advance American(in pahrump nv) are ABSOLUTELY AMAZING. They made the loan process very easy and understable. They got me what i neeeded and i was in and out in no time,3
I had the best experience ever!,Trisha is amazing! March 3 rd I walked in the office and she greeted me very friendly. I needed to take a payday loan out for a very important matter. She helped me very quickly and didn’t make me feel bad about having to do the loan . She made a bad day a great day for me all because of her excellent customer service. I went back in 2 weeks later and the same smile with the same quick efficient process!!!! I won’t go anywhere else!!!!,5
I do prefer to receive more,The workers are always nice. They were extremely helpful and knoledgable of everything they had to offer. I wish I could remember there names. Made the process really easy and understandable,3
Service was very helpful and my needs…,"The most professional service I have ever encountered, pleasant service, explained every detail in reference to my account. thank you for your wonderful service and looking forward to working with you and your staff.",5
I just love my peeps at the redding churn creek location!!! They  are GREAT!!!,"Completely impressed with the fast, friendly, professional, Informative customer service",5
My experience was great.Thank u,I love the services you provide. It gives us the opportunities to sort ourselves out financially.,5
If you ever need fast cash Jess and…,Person was very helpful with payment and reapply for the loan on my bank card,5
What happened,Great  company! Always helps when needed The one on Whiskey Road in Aiken S. C . Manager name is Debbie,5
1 OF THE FRIENDLIEST PLACES &…,Excellent! Always there when I need them.Easy to apply and easy to make the payment too.,5
Excellent experience and service!,I come here all the time when I am short on cash and the woman there is always so nice to me. I would definitely recommend. Thanks again Pam.,5
Excellence customer service and they…,Wonderful customer service. Loan received in timely manner.,5
When things happen as they always do,"Excellent, Easy to process, Convenient and process completed in just minutes.",5
Great customer service,"VERY FAST , AND PROFESSIONAL",5
Good and fast,Excellent ...friendly..knowledgable...Natasha was cool..,5
The girls in the Okeechobee fla office…,Very helpful no problems in and out.. very clear on instructions no doubt if I need another loan this is the place I'll go. It really helped me get through a hard time. Thank you advance America,5
Greatest staff - friendly & helpful,"The people in the Gainesville office are top notch, very professional and helpful.",5
Great,The lady's up there did an excellent job with me and very helpful and organized withe there work all green light thanks  ADVANCE AMERICA 🇺🇸,5
Fabulous and Fast,I received excellent service from one of the kindness customer service personnel.,5
Careing hands,Fast. Easy access. Convenient. Affordable terms. I would highly recommend.,5
Always have a good experience at…,All thanks to y'all and the young lady who helped me can't remember her name but a huge thank you to you too.,5
Convenient easy to use and quick…,I was so glad they helped when I was in need,5
Manager Sabrina was awesome,The staff at the Old St Augustine Rd location are exceptional. They treat you with the respect and dignity you deserve and understand the value of customer service.,5
Fast,Very professional  and has a sense of humor,5
A place that helps the prompt necessary…,Excellent customer service! Keep it up!,5
Efficient,I have always love the service from the ladies at the desk.  They are always friendly and help and some. Time  very patient as with me.  I am very pleased with Àdvanced America.  Thank you ❤️. JAN   from Lowell.,5
Excellent service,She jumped in and helped my anxious dad. Retha was FANTASTIC!!! Bartlesville office,5
Great associates,"Easy process, and manager was professional and polite.",5
